Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ViewProfile Positivecase,Chrome 126.0.0.0,,,18-06-2024 17:58:52,18-06-2024 17:59:15,22.600s,PASSED
,,,,,,,
Test Cases/MAIN/WebSupport/ViewProfile byMSISN,Chrome 126.0.0.0,,,18-06-2024 17:59:08,18-06-2024 17:59:11,3.073s,PASSED
"click(findTestObject(""Comet/mainMenu"", [""txt"":""Customer Support""]))",Chrome 126.0.0.0,,,18-06-2024 17:59:08,18-06-2024 17:59:08,0.410s,PASSED
"click(findTestObject(""Comet/mainMenu child"", [""txtMenu"":""View Profile""]))",Chrome 126.0.0.0,,,18-06-2024 17:59:08,18-06-2024 17:59:09,0.619s,PASSED
"setText(findTestObject(""Comet/input formcontrolname"", [""txtInput"":""searchValue""]), msisdn)",Chrome 126.0.0.0,,,18-06-2024 17:59:09,18-06-2024 17:59:10,0.827s,PASSED
"click(findTestObject(""Comet/btn containsText"", [""txtBtn"":""Search Customer""]))",Chrome 126.0.0.0,,,18-06-2024 17:59:10,18-06-2024 17:59:10,0.353s,PASSED
waitForPageLoad(3),Chrome 126.0.0.0,,,18-06-2024 17:59:10,18-06-2024 17:59:10,0.199s,PASSED
"takeFullPageScreenshotAsCheckpoint(""ViewProfile page"")",Chrome 126.0.0.0,,,18-06-2024 17:59:10,18-06-2024 17:59:11,0.425s,PASSED
,,,,,,,
Test Cases/MAIN/WebSupport/ViewProfile byNIK,Chrome 126.0.0.0,,,18-06-2024 17:59:11,18-06-2024 17:59:15,4.298s,PASSED
"click(findTestObject(""Comet/mainMenu"", [""txt"":""Customer Support""]))",Chrome 126.0.0.0,,,18-06-2024 17:59:11,18-06-2024 17:59:12,0.984s,PASSED
"click(findTestObject(""Comet/mainMenu child"", [""txtMenu"":""View Profile""]))",Chrome 126.0.0.0,,,18-06-2024 17:59:12,18-06-2024 17:59:12,0.543s,PASSED
"click(findTestObject(""Comet/div containsClass"", [""classTxt"":""dropdown-label""]))",Chrome 126.0.0.0,,,18-06-2024 17:59:12,18-06-2024 17:59:13,0.542s,PASSED
"click(findTestObject(""Comet/searchbyNIK""))",Chrome 126.0.0.0,,,18-06-2024 17:59:13,18-06-2024 17:59:13,0.545s,PASSED
"setText(findTestObject(""Comet/input formcontrolname"", [""txtInput"":""searchValue""]), NIK)",Chrome 126.0.0.0,,,18-06-2024 17:59:13,18-06-2024 17:59:14,0.669s,PASSED
"click(findTestObject(""Comet/btn containsText"", [""txtBtn"":""Search Customer""]))",Chrome 126.0.0.0,,,18-06-2024 17:59:14,18-06-2024 17:59:14,0.326s,PASSED
waitForPageLoad(3),Chrome 126.0.0.0,,,18-06-2024 17:59:14,18-06-2024 17:59:14,0.029s,PASSED
"takeFullPageScreenshotAsCheckpoint(""ViewProfilebyNIK page"")",Chrome 126.0.0.0,,,18-06-2024 17:59:14,18-06-2024 17:59:15,0.527s,PASSED
