Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
XLCOnlineApproval Positivecase,Chrome 125.0.0.0,,,15-06-2024 22:56:59,15-06-2024 22:57:28,29.419s,PASSED
,,,,,,,
Test Cases/MAIN/WebSupport/XLCApproval Searching,Chrome 125.0.0.0,,,15-06-2024 22:57:14,15-06-2024 22:57:18,3.505s,PASSED
"click(findTestObject(""Comet/mainMenu"", [""txt"":""Customer Support""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:15,15-06-2024 22:57:15,0.357s,PASSED
"click(findTestObject(""Comet/mainMenu child"", [""txtMenu"":""Center Approval""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:15,15-06-2024 22:57:16,0.613s,PASSED
"click(findTestObject(""Comet/p-dropdown fcn"", [""ddName"":""serviceType""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:16,15-06-2024 22:57:16,0.694s,PASSED
"OtherKeyword.selectObjectBasedOnIndex(findTestObject(""Comet/p-dropdownitem li""), idxService)",Chrome 125.0.0.0,,,15-06-2024 22:57:16,15-06-2024 22:57:17,0.518s,PASSED
"click(findTestObject(""Comet/btn containsText"", [""txtBtn"":""Search""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:17,15-06-2024 22:57:17,0.629s,PASSED
takeFullPageScreenshot(),Chrome 125.0.0.0,,,15-06-2024 22:57:17,15-06-2024 22:57:18,0.413s,PASSED
,,,,,,,
Test Cases/MAIN/WebSupport/XLCApproval Searching,Chrome 125.0.0.0,,,15-06-2024 22:57:18,15-06-2024 22:57:24,6.432s,PASSED
"click(findTestObject(""Comet/mainMenu"", [""txt"":""Customer Support""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:18,15-06-2024 22:57:21,3.584s,PASSED
"click(findTestObject(""Comet/mainMenu child"", [""txtMenu"":""Center Approval""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:21,15-06-2024 22:57:22,0.683s,PASSED
"click(findTestObject(""Comet/p-dropdown fcn"", [""ddName"":""serviceType""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:22,15-06-2024 22:57:23,0.501s,PASSED
"OtherKeyword.selectObjectBasedOnIndex(findTestObject(""Comet/p-dropdownitem li""), idxService)",Chrome 125.0.0.0,,,15-06-2024 22:57:23,15-06-2024 22:57:23,0.614s,PASSED
"click(findTestObject(""Comet/btn containsText"", [""txtBtn"":""Search""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:23,15-06-2024 22:57:24,0.645s,PASSED
takeFullPageScreenshot(),Chrome 125.0.0.0,,,15-06-2024 22:57:24,15-06-2024 22:57:24,0.365s,PASSED
,,,,,,,
Test Cases/MAIN/WebSupport/XLCApproval Searching,Chrome 125.0.0.0,,,15-06-2024 22:57:24,15-06-2024 22:57:28,3.974s,PASSED
"click(findTestObject(""Comet/mainMenu"", [""txt"":""Customer Support""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:24,15-06-2024 22:57:26,1.243s,PASSED
"click(findTestObject(""Comet/mainMenu child"", [""txtMenu"":""Center Approval""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:26,15-06-2024 22:57:26,0.614s,PASSED
"click(findTestObject(""Comet/p-dropdown fcn"", [""ddName"":""serviceType""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:26,15-06-2024 22:57:27,0.617s,PASSED
"OtherKeyword.selectObjectBasedOnIndex(findTestObject(""Comet/p-dropdownitem li""), idxService)",Chrome 125.0.0.0,,,15-06-2024 22:57:27,15-06-2024 22:57:27,0.666s,PASSED
"click(findTestObject(""Comet/btn containsText"", [""txtBtn"":""Search""]))",Chrome 125.0.0.0,,,15-06-2024 22:57:27,15-06-2024 22:57:28,0.401s,PASSED
takeFullPageScreenshot(),Chrome 125.0.0.0,,,15-06-2024 22:57:28,15-06-2024 22:57:28,0.399s,PASSED
